,phrase,prompt,phrase_length,phrase_num_words,mean_word_len,phrase_non_stopwords,cleaned_phrase
5627,My knee hurts when I play squash,Knee pain,32,7,3.7142857142857144,6,knee hurt play squash
5628,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold,66,13,4.153846153846154,10,stop shaking unclench jaw cold
5629,My back hurts me and i can't bend it or walk,Back pain,44,11,3.090909090909091,5,hurt bend walk
5630,I have a blurry vision after my head was hit yesterday.,Blurry vision,55,11,4.090909090909091,6,blurry vision head hit yesterday
5631,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!",Feeling cold,123,23,4.391304347826087,11,wrong blood circulation wear sock hottest day toe frozen
5632,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,Body feels weak,106,22,3.8636363636363638,8,active strength energy short walk
5633,"I get tired too fast, I can barely put on my clothes in the morning.",Body feels weak,68,15,3.6,7,tired fast barely clothes morning
5634,My stomach feels full and upset  and bloating after big meals.,Stomach ache,62,11,4.636363636363637,7,stomach feel upset bloating big meal
5635,I have a rash and it itches very bad.,Skin issue,37,9,3.2222222222222223,4,rash itch bad
5636,I have constant stomach pain and bloating.,Internal pain,42,7,5.142857142857143,5,constant stomach pain bloating
5637,My hair is falling out in bunches.,Hair falling out,34,7,4.0,4,hair falling bunch
5638,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
5639,I cut myself and I'm bleeding.,Open wound,30,6,4.166666666666667,4,cut bleeding
5640,My sore isn't healing well and it's been like this for two weeks.,Open wound,65,13,4.076923076923077,7,sore healing like week
5641,There's swelling in my neck and it hurts.,Neck pain,41,8,4.25,4,swelling neck hurt
5642,My knee doesn't want to bend well.,Knee pain,34,7,4.0,6,knee want bend
5643,There is a tingling sensation in my neck.,Neck pain,41,8,4.25,4,tingling sensation neck
5644,"When I walk up a flight of stairs, my right knee hurts.",Knee pain,55,12,3.6666666666666665,8,walk flight stair right knee hurt
5645,After walking I have some pain under my foot,Foot ache,44,9,4.0,5,walking pain foot
5646,I feel a strange and powerful pain inside my rib cage,Heart hurts,53,11,3.909090909090909,8,feel strange powerful pain inside rib cage
5647,is my cut infected or just healing?,Infected wound,35,7,4.142857142857143,3,cut infected healing
5648,How do you know if you have a torn meniscus in your knee?,Knee pain,57,13,3.4615384615384617,5,know torn meniscus knee
5649,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,66,13,4.153846153846154,9,stand quickly start feel dizzy lightheaded
5650,I don't have full range of motion with my arms,Shoulder pain,46,10,3.7,5,range motion arm
5651,I wish this excruciating feeling of loss could go away.,Emotional pain,55,10,4.6,6,wish excruciating feeling loss away
5652,I used alot of pain killer to get better but i still feel the same back pain,Back pain,76,17,3.5294117647058822,7,alot pain killer better feel pain
5653,"I can't stand up, I feel my brain is moving inside my skull.",Head ache,60,13,3.6923076923076925,10,stand feel brain moving inside skull
5654,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain,57,12,3.8333333333333335,7,feel pain shoulder write keyboard
5655,My head ache since I woke up this morning.,Head ache,42,9,3.7777777777777777,6,head ache woke morning
5656,"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",Infected wound,90,19,3.789473684210526,11,time clipped toenail cut short infected nail
5657,I get breakouts on my chest with red patches that get more intense when i get hot.,Acne,82,17,3.8823529411764706,7,breakout chest red patch intense hot
5658,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain,96,21,3.619047619047619,11,sharp pain bicep tried apply pain relief cream help
5659,I can't stop coughing,Cough,21,4,4.5,4,stop coughing
5660,My back hurts a lot when I bend,Back pain,31,8,3.0,5,hurt lot bend
5661,I had a pain in my knee when I was swimming,Knee pain,43,11,3.0,5,pain knee swimming
5662,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,106,21,4.0476190476190474,12,wake stiff neck morning massage help couple day later
5663,Sterilizer for the eye,Blurry vision,22,4,4.75,2,sterilizer eye
5664,Hearing any loud sounds makes my ear aches,Ear ache,42,8,4.375,6,hearing loud sound make ear ache
5665,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain,131,29,3.5172413793103448,17,mind feel sad hurt way feel head awful think breakup cry sadness
5666,I knocked my foot and it really hurts.,Foot ache,38,8,3.875,4,knocked foot hurt
5667,When I do hard exercises I feel great pain in my muscles.,Muscle pain,57,12,3.8333333333333335,9,hard exercise feel great pain muscle
5668,My infected wound caused a fever,Infected wound,32,6,4.5,5,infected wound caused fever
5669,i feel head ache,Head ache,16,4,3.25,3,feel head ache
5670,All of a sudden I felt dizzy when I stood up.,Feeling dizzy,45,11,3.1818181818181817,8,sudden felt dizzy stood
5671,My son has a lot of acne.,Acne,25,7,2.7142857142857144,4,son lot acne
5672,I have a foot ache after running 500m with my running shoes.,Foot ache,60,12,4.083333333333333,7,foot ache running running shoe
5673,my back hurts me a lot,Back pain,22,6,2.8333333333333335,2,hurt lot
5674,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound,101,21,3.857142857142857,11,son got tattoo week ago skin raised hot look infected
5675,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound,105,21,4.0476190476190474,11,son nicked neck old razor spot inflamed look like infected
5676,I have a sharp pain in my ear,Ear ache,29,8,2.75,4,sharp pain ear
5677,There is a constant tickle in my throat,Cough,39,8,4.0,4,constant tickle throat
5678,The wound is still open,Open wound,23,5,3.8,3,wound open
5679,red flushes accompanied with itchy,Skin issue,34,5,6.0,4,red flush accompanied itchy
5680,My hair is falling out in huge amount,Hair falling out,37,8,3.75,4,hair falling huge
5681,"my child has cough all night, she can't sleep",Cough,45,9,4.111111111111111,5,child cough night sleep
5682,My knee catches and hurts when I first stand up after sitting.,Knee pain,62,12,4.25,7,knee catch hurt stand sitting
5683,My ankle joint throbs when I put pressure on my foot.,Joint pain,53,11,3.909090909090909,7,ankle joint throb pressure foot
5684,I have a back pain since I turned 70 years old.,Back pain,47,11,3.3636363636363638,7,pain turned year old
5685,I'm very worried that I'll go bald soon. Am I very sick?,Hair falling out,56,12,3.75,8,worried bald soon sick
5686,when i wake up in the morning i feel dizzy,Feeling dizzy,42,10,3.3,4,wake morning feel dizzy
5687,I have a headache almost every day,Head ache,34,7,4.0,3,headache day
5688,I feel aching on my insides.,Internal pain,28,6,3.8333333333333335,4,feel aching inside
5689,The joints in my fingers are painful in the morning.,Joint pain,52,10,4.3,5,joint finger painful morning
5690,Everything looks like beeing in a smoky area.,Blurry vision,45,8,4.75,6,look like beeing smoky area
5691,i feel sad,Emotional pain,10,3,2.6666666666666665,2,feel sad
5692,I can't walk well I have an ache in my foot,Foot ache,43,11,3.0,6,walk ache foot
5693,I'm not hearing well I have problem with my ear,Ear ache,47,10,3.8,5,hearing problem ear
5694,I have a pain in my muscle,Muscle pain,26,7,2.857142857142857,3,pain muscle
5695,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain,96,21,3.619047619047619,11,sharp pain bicep tried apply pain relief cream help
5696,"My heart hurts while I'm sad, why?",Heart hurts,34,7,4.0,6,heart hurt sad
5697,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports,75,12,5.333333333333333,6,injured football match diagnosed cruciate ligament
5698,All my body is in a bad case and i need a good treatment,Joint pain,56,14,3.0714285714285716,7,body bad case need good treatment
5699,It's hard to see things,Blurry vision,23,5,3.8,3,hard thing
5700,I have pain in my stomach,Stomach ache,25,6,3.3333333333333335,3,pain stomach
5701,Can't keep focus,Head ache,16,3,4.666666666666667,2,focus
5702,There is a sharp pain in my ear whenever I do this.,Ear ache,51,12,3.3333333333333335,6,sharp pain ear
5703,I've been feeling very sad lately,Emotional pain,33,6,4.666666666666667,4,feeling sad lately
5704,Stomach pain after drinking milk,Stomach ache,32,5,5.6,4,stomach pain drinking milk
5705,I must see a doctor i have an open wound,Open wound,40,10,3.1,4,doctor open wound
5706,I have a skin rash after eating an ice-cream.,Skin issue,45,9,4.111111111111111,5,skin rash eating icecream
5707,My shoulder hurts when I try to reach something above my head.,Shoulder pain,62,12,4.25,7,shoulder hurt try reach head
5708,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache,105,23,3.5652173913043477,11,feel like hitting head hammer feel pain head throb
5709,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain,102,21,3.9047619047619047,13,struggling bear weight knee stand straight feel hear loud popping noise
5710,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",Heart hurts,96,20,3.85,12,husband left woman heart hurt badly point eat sleep
5711,I think there's fluid in my ears.,Ear ache,33,7,3.857142857142857,5,think fluid ear
5712,My skin is very dry and peeling.,Skin issue,32,7,3.7142857142857144,4,skin dry peeling
5713,My ear is ringing.,Ear ache,18,4,3.75,3,ear ringing
5714,There is a tingling sensation in my neck.,Neck pain,41,8,4.25,4,tingling sensation neck
5715,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne,123,26,3.769230769230769,14,face broken painful red spot lump matter clean face going away
5716,When I'm tired I feel my head heavy,Head ache,35,8,3.5,7,tired feel head heavy
5717,What's the symptoms of appendicitis?,Internal pain,36,5,6.4,3,symptom appendicitis
5718,My face is all broken out with pimples.,Acne,39,8,4.0,4,face broken pimple
5719,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain,115,26,3.423076923076923,12,knee feel weak gave way day stair luckily rail hold
5720,After eating  I have burning sensation inside of me.,Stomach ache,52,9,4.777777777777778,7,eating burning sensation inside
5721,When I play sports  I have some burning sensation in my spine,Back pain,61,12,4.083333333333333,8,play sport burning sensation spine
5722,When I get out of bed in the morning my body feels very weak.,Body feels weak,61,14,3.4285714285714284,7,bed morning body feel weak
5723,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts,65,15,3.4,9,feel like heart going leap body hurt
5724,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
5725,In the morning my respiration is loud.,Hard to breath,38,7,4.571428571428571,4,morning respiration loud
5726,I was very active in sports but now my body is feeling pain.,Injury from sports,60,13,3.6923076923076925,6,active sport body feeling pain
5727,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain,131,29,3.5172413793103448,17,mind feel sad hurt way feel head awful think breakup cry sadness
5728,I think I sprained my ankle it really hurts.,Injury from sports,44,9,4.0,6,think sprained ankle hurt
5729,When i'm driving my eyes see in double,Blurry vision,38,8,3.875,5,driving eye double
5730,I have the impression of having no strength in my body,Body feels weak,54,11,4.0,5,impression having strength body
5731,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound,109,22,4.0,12,cut hand couple week ago antibiotic cream getting better
5732,I had a sharp pain in my stomach,Stomach ache,32,8,3.125,4,sharp pain stomach
5733,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound,86,18,3.8333333333333335,11,cut finger opening stop bleeding wound gaping open
5734,My skin is itchy and inflamed,Skin issue,29,6,4.0,4,skin itchy inflamed
5735,Stomach pain after drinking milk,Stomach ache,32,5,5.6,4,stomach pain drinking milk
5736,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,66,13,4.153846153846154,9,stand quickly start feel dizzy lightheaded
5737,There is an injured person,Infected wound,26,5,4.4,3,injured person
5738,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports,62,11,4.7272727272727275,6,broke ankle rock climbing carpathians
5739,I'm in need for a treatment for my hair fall,Hair falling out,44,10,3.5,5,need treatment hair fall
5740,"I've tried reading books, but nothing can cheer me up.",Emotional pain,54,10,4.5,6,tried reading book cheer
5741,My right shoulder clicks when I move my arm.,Shoulder pain,44,9,4.0,6,right shoulder click arm
5742,I can`t stop coughing.,Cough,22,4,4.75,4,cant stop coughing
5743,There is a sharp pain in my ear whenever I do this.,Ear ache,51,12,3.3333333333333335,6,sharp pain ear
5744,I have an indigestion,Stomach ache,21,4,4.5,2,indigestion
5745,When I wake up in the morning I feel a soreness in my body,Muscle pain,58,14,3.2142857142857144,8,wake morning feel soreness body
5746,Can't keep focus,Head ache,16,3,4.666666666666667,2,focus
5747,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache,79,16,4.0,9,great pain foot like thrombing pain relaxing pain releif
5748,I have a sharp pain in my abdomen.,Internal pain,34,8,3.375,4,sharp pain abdomen
5749,I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain,59,12,4.0,8,feel boneonbone pain knee climb stair
5750,I feel like there is something swollen and inflamed at the back of my knee.,Knee pain,75,15,4.066666666666666,6,feel like swollen inflamed knee
5751,My heart is beating fast and it scares me.,Heart hurts,42,9,3.7777777777777777,6,heart beating fast scare
5752,It's hard to see things,Blurry vision,23,5,3.8,3,hard thing
5753,I have front head pain and when I get it the light bothers me.,Head ache,62,14,3.5,7,head pain light bother
5754,Need to scratch my skin every minute,Skin issue,36,7,4.285714285714286,4,need scratch skin minute
5755,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports,75,12,5.333333333333333,6,injured football match diagnosed cruciate ligament
5756,I had a sharp pain in my stomach,Stomach ache,32,8,3.125,4,sharp pain stomach
5757,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",Infected wound,104,22,3.772727272727273,11,daughter bit cat hand sore red swollen wound oozing liquid
5758,I have pain in my stomach,Stomach ache,25,6,3.3333333333333335,3,pain stomach
5759,I can't stand with this horrible feeling in my shoulder,Shoulder pain,55,10,4.6,6,stand horrible feeling shoulder
5760,It hurts when I raise my arm up,Shoulder pain,31,8,3.0,5,hurt raise arm
5761,I get an ear ache when it is cold,Ear ache,33,9,2.7777777777777777,4,ear ache cold
5762,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports,62,11,4.7272727272727275,6,broke ankle rock climbing carpathians
5763,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound,97,20,3.85,9,cut stitched healing oozing green pus burn
5764,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,66,13,4.153846153846154,9,stand quickly start feel dizzy lightheaded
5765,I have a lot of mucus when I cough.,Cough,35,9,3.0,5,lot mucus cough
5766,When I eat too much sugar my body gets weak and dizzy.,Body feels weak,54,12,3.5833333333333335,8,eat sugar body get weak dizzy
5767,My hair is falling when I am combing it.,Hair falling out,40,9,3.5555555555555554,6,hair falling combing
5768,My chest hurts when I smoke,Internal pain,27,6,3.6666666666666665,5,chest hurt smoke
5769,I complain alot with skin allergy,Skin issue,33,6,4.666666666666667,5,complain alot skin allergy
5770,My neck feels stiff,Neck pain,19,4,4.0,4,neck feel stiff
5771,"when i get up, i feel dizzy and fall down.",Feeling dizzy,42,10,3.3,5,feel dizzy fall
5772,Whenever I stand up I feel dizzy.,Feeling dizzy,33,7,3.857142857142857,6,stand feel dizzy
5773,Chronic bowel Pain,Internal pain,18,3,5.333333333333333,3,chronic bowel pain
5774,It feels like I can't take a deep breath,Hard to breath,40,9,3.5555555555555554,7,feel like deep breath
5775,I have a hair shortage,Hair falling out,22,5,3.6,3,hair shortage
5776,my hair falling out,Hair falling out,19,4,4.0,2,hair falling
5777,I'm suffering from sharp cough Accompanied by  phlegm,Cough,53,8,5.625,6,suffering sharp cough accompanied phlegm
5778,My television and computer seem out of focus even though I have new glasses.,Blurry vision,76,14,4.5,7,television computer focus new glass
5779,I feel depressed when I see my hair falling out,Hair falling out,47,10,3.8,6,feel depressed hair falling
5780,My back hurts so much I can't bend down to tie my shoelaces.,Back pain,60,13,3.6923076923076925,7,hurt bend tie shoelace
5781,"When I go to stand, my head starts swirling",Feeling dizzy,43,9,3.888888888888889,6,stand head start swirling
5782,My head gets dizzy when I try to get up.,Feeling dizzy,40,10,3.1,7,head get dizzy try
5783,When I eat sugar I notice my vision blurs.,Blurry vision,42,9,3.7777777777777777,8,eat sugar notice vision blur
5784,I have a dull ache in  my lower back which makes it difficult to move,Back pain,69,15,3.6,6,dull ache lower make difficult
5785,Can't keep focus,Head ache,16,3,4.666666666666667,2,focus
5786,All my body is in a bad case and i need a good treatment,Joint pain,56,14,3.0714285714285716,7,body bad case need good treatment
5787,I have an indigestion,Stomach ache,21,4,4.5,2,indigestion
5788,When I remember her I feel down,Emotional pain,31,7,3.5714285714285716,5,remember feel
5789,i have a strong shoulder pain,Shoulder pain,29,6,4.0,3,strong shoulder pain
5790,My skin is itchy and inflamed,Skin issue,29,6,4.0,4,skin itchy inflamed
5791,My joints ache whenever it is cold,Joint pain,34,7,4.0,4,joint ache cold
5792,I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain,59,12,4.0,8,feel boneonbone pain knee climb stair
5793,My acne is really embarassing. It's so read.,Acne,44,8,4.625,5,acne embarassing read
5794,I have the impression of having no strength in my body,Body feels weak,54,11,4.0,5,impression having strength body
5795,My muscles in my lower back are aching.,Muscle pain,39,8,4.0,4,muscle lower aching
5796,I feel like the room is spinning,Feeling dizzy,32,7,3.7142857142857144,5,feel like room spinning
5797,"When I move on my shoulder, pain shoots down my arm",Shoulder pain,51,11,3.727272727272727,6,shoulder pain shoot arm
5798,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache,90,19,3.789473684210526,11,stepped needle hurt like damned spur heel
5799,I have blurry vision after I used a wrong medicine.,Blurry vision,51,10,4.2,6,blurry vision wrong medicine
5800,I need a kind of cream wich make my muscles more relaxed,Muscle pain,56,12,3.75,7,need kind cream wich muscle relaxed
5801,I tried to put my glasses to see more clear but cant find any change,Blurry vision,68,15,3.6,7,tried glass clear cant find change
5802,The feeling of coughing increases in winter's reach,Cough,51,8,5.5,6,feeling coughing increase winter reach
5803,I think my wound is infected,Infected wound,28,6,3.8333333333333335,4,think wound infected
5804,I have general discomfort in my torso.,Internal pain,38,7,4.571428571428571,4,general discomfort torso
5805,After an hard working day I have foot ache,Foot ache,42,9,3.7777777777777777,7,hard working day foot ache
5806,my head hurts me badly,Head ache,22,5,3.6,3,head hurt badly
5807,I feel pain in my throat,Cough,24,6,3.1666666666666665,4,feel pain throat
5808,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold,82,17,3.8823529411764706,9,worried cold intolerant shivering sun
5809,i feel pain in my knee,Knee pain,22,6,2.8333333333333335,3,feel pain knee
5810,Hearing any loud sounds makes my ear aches,Ear ache,42,8,4.375,6,hearing loud sound make ear ache
5811,i'm injured i can't play sports,Injury from sports,31,6,4.333333333333333,5,injured play sport
5812,When i get up i see my skin vague,Skin issue,33,9,2.7777777777777777,3,skin vague
5813,I get clusters of whiteheads and blackheads on my back.,Acne,55,10,4.6,5,cluster whitehead blackhead
5814,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound,101,20,4.1,12,believe infected wound hand paper cut seriously
5815,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,Infected wound,113,25,3.56,11,husband spot lip cold sore broken open leak fluid day
5816,I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision,83,17,3.9411764705882355,10,noticed important decrease vision try look thing close
5817,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,Back pain,95,20,3.8,12,think overdid carried lumber yard lower killing
5818,My back is hurting so much.,Back pain,27,6,3.6666666666666665,3,hurting
5819,I have a blurry vision after my head was hit yesterday.,Blurry vision,55,11,4.090909090909091,6,blurry vision head hit yesterday
5820,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain,99,20,4.0,14,feel pain leg muscle ran yesterday took pain killer help
5821,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain,57,12,3.8333333333333335,7,feel pain shoulder write keyboard
5822,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain,68,13,4.3076923076923075,9,knee feel like rusted suddenly bend anymore
5823,When I tried to take care if my hair I found that it is falling out,Hair falling out,67,16,3.25,8,tried care hair found falling
5824,I have pimples on my back.,Acne,26,6,3.5,3,pimple
5825,I can't do anything I feel a weak in my body,Body feels weak,44,11,3.090909090909091,6,feel weak body
5826,i can't ride my car at night because i have blurry vision.,Blurry vision,58,12,3.9166666666666665,6,ride car night blurry vision
5827,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold,88,18,3.888888888888889,8,warm warm feel cold
5828,i have issue with my skin,Skin issue,25,6,3.3333333333333335,2,issue skin
5829,Surgical wound infections,Infected wound,25,3,7.666666666666667,3,surgical wound infection
5830,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,Shoulder pain,85,18,3.7777777777777777,12,carried heavy bag yesterday today felt great shoulder pain
5831,I feel cold and chills even though my clothes are heavy,Feeling cold,55,11,4.090909090909091,6,feel cold chill clothes heavy
5832,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain,109,20,4.5,11,pain intense especially stair feel like snapped inside knee
5833,My shoulder hurts me so much,Shoulder pain,28,6,3.8333333333333335,3,shoulder hurt
5834,I can't walk because i have a great foot ache,Foot ache,45,10,3.6,6,walk great foot ache
5835,"My body feels weak although I eat a lot, why?",Body feels weak,45,10,3.6,8,body feel weak eat lot
5836,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports,103,21,3.9523809523809526,9,overdone weightlifting afraid torn muscle
5837,I feel cold when the night comes,Feeling cold,32,7,3.7142857142857144,5,feel cold night come
5838,"I hardly have enough stength to get up,",Body feels weak,39,8,4.0,4,hardly stength
5839,My shoulder aches when I try to lift five pounds.,Shoulder pain,49,10,4.0,7,shoulder ache try lift pound
5840,Everything looks like beeing in a smoky area.,Blurry vision,45,8,4.75,6,look like beeing smoky area
5841,I cut my foot at the pool and it breaks open every day when I walk on it.,Open wound,73,18,3.111111111111111,10,cut foot pool break open day walk
5842,The joints in my fingers are painful in the morning.,Joint pain,52,10,4.3,5,joint finger painful morning
5843,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache,93,18,4.222222222222222,10,hear ear properly feel like causing irritation
5844,I get chills and aches all over.,Feeling cold,32,7,3.7142857142857144,4,chill ache
5845,My ear is ringing.,Ear ache,18,4,3.75,3,ear ringing
5846,My stomach feels full and upset  and bloating after big meals.,Stomach ache,62,11,4.636363636363637,7,stomach feel upset bloating big meal
5847,"After playing tennis,  I had a powerful sensation close to my neck",Shoulder pain,66,12,4.5,8,playing tennis powerful sensation close neck
5848,When i'm doing sport I have pain under my skin,Muscle pain,46,10,3.7,6,sport pain skin
5849,I cannot get warm no matter how much I wrap up or how high I put the heating on,Feeling cold,79,19,3.210526315789474,8,warm matter wrap high heating
5850,There's swelling in my neck and it hurts.,Neck pain,41,8,4.25,4,swelling neck hurt
5851,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache,105,23,3.5652173913043477,11,feel like hitting head hammer feel pain head throb
5852,When I'm tired I feel my head heavy,Head ache,35,8,3.5,7,tired feel head heavy
5853,I have a very rash sensation close to my arms,Skin issue,45,10,3.6,5,rash sensation close arm
5854,There are lots of hairs on my pillow in the morning.,Hair falling out,52,11,3.8181818181818183,5,lot hair pillow morning
5855,My sore isn't healing well and it's been like this for two weeks.,Open wound,65,13,4.076923076923077,7,sore healing like week
5856,Is pimples a skin disease?,Acne,26,5,4.4,4,pimple skin disease
5857,I was very active in sports but now my body is feeling pain.,Injury from sports,60,13,3.6923076923076925,6,active sport body feeling pain
5858,There is a sharp pain in my calve.,Muscle pain,34,8,3.375,4,sharp pain calve
5859,It hurts when I bent my arm,Joint pain,27,7,3.0,5,hurt bent arm
5860,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",Open wound,140,30,3.7,16,fell window cleaning shard glass stuck left eye think pretty help
5861,I get terrible headaches every few months and when I get them my vision is affected.,Head ache,84,16,4.3125,7,terrible headache month vision affected
5862,I don't have the energy to do the things that I used to,Body feels weak,55,13,3.3076923076923075,5,energy thing
5863,When i eat i feel my stomach hurts,Stomach ache,34,8,3.375,5,eat feel stomach hurt
5864,i feel pain in my body,Internal pain,22,6,2.8333333333333335,3,feel pain body
5865,i feel pain in my neck,Neck pain,22,6,2.8333333333333335,3,feel pain neck
5866,"My stomach aches when I eat hot food, why?",Stomach ache,42,9,3.7777777777777777,8,stomach ache eat hot food
5867,I have a foot ache although I don't walk a lot.,Foot ache,47,11,3.3636363636363638,7,foot ache walk lot
5868,I have a feeling like my whole body is complaining,Joint pain,50,10,4.1,5,feeling like body complaining
5869,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound,105,22,3.8181818181818183,8,break skin inside nostril infected filled pu
5870,The acne was causing me to feel embarrassed.,Acne,44,8,4.625,5,acne causing feel embarrassed
5871,I don't know why I'm constantly sad.,Emotional pain,36,7,4.285714285714286,6,know constantly sad
5872,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee.",Knee pain,109,20,4.5,11,pain intense especially stair feel like snapped inside knee
5873,"My left ear is ok, but the right one feels like it's being stabbed with a nail.",Ear ache,79,17,3.7058823529411766,10,left ear right feel like stabbed nail
5874,"my child has cough all night, she can't sleep",Cough,45,9,4.111111111111111,5,child cough night sleep
5875,longitudinal burning line across back with hard respiratory movements,Back pain,69,9,6.777777777777778,6,longitudinal burning line hard respiratory movement
5876,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain,96,21,3.619047619047619,11,sharp pain bicep tried apply pain relief cream help
5877,having difficulty moving my knee,Knee pain,32,5,5.6,4,having difficulty moving knee
5878,I feel aching on my insides.,Internal pain,28,6,3.8333333333333335,4,feel aching inside
5879,I have a headache almost every day,Head ache,34,7,4.0,3,headache day
5880,I'm very worried that I'll go bald soon. Am I very sick?,Hair falling out,56,12,3.75,8,worried bald soon sick
5881,"When I drink a lot, I get a headache",Head ache,36,9,3.111111111111111,6,drink lot headache
5882,i have pain like needles in my joints.,Joint pain,38,8,3.875,4,pain like needle joint
5883,My ankle joint throbs when I put pressure on my foot.,Joint pain,53,11,3.909090909090909,7,ankle joint throb pressure foot
5884,I have acne all over my face,Acne,28,7,3.142857142857143,3,acne face
5885,I have difficulty in breathing in crowded places.,Hard to breath,49,8,5.25,5,difficulty breathing crowded place
5886,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision,78,16,3.9375,7,blurry vision woke morning reason
5887,there pain in my foot,Foot ache,21,5,3.4,2,pain foot
5888,I feel very weak in my body,Body feels weak,27,7,3.0,4,feel weak body
5889,I have a dry skin,Skin issue,17,5,2.6,3,dry skin
5890,When I do hard exercises I feel great pain in my muscles.,Muscle pain,57,12,3.8333333333333335,9,hard exercise feel great pain muscle
5891,I complain alot with my neck pain and i really need to be better,Neck pain,64,14,3.642857142857143,7,complain alot neck pain need better
5892,I feel suicidal.,Emotional pain,16,3,4.666666666666667,3,feel suicidal
5893,I feel pain in the lower back,Back pain,29,7,3.2857142857142856,4,feel pain lower
5894,I feel a burning sensation in my shoulder muscle.,Muscle pain,49,9,4.555555555555555,6,feel burning sensation shoulder muscle
5895,My skin is itching.,Skin issue,19,4,4.0,3,skin itching
5896,I have a split on my thumb that will not heal.,Open wound,46,11,3.272727272727273,4,split thumb heal
5897,I feel pain in my eyes I can see fog,Blurry vision,36,10,2.7,6,feel pain eye fog
5898,I have an internal pain I cannot describe,Internal pain,41,8,4.25,5,internal pain describe
5899,"I have a blurry vision during my swimming training in the pool, why?",Blurry vision,68,13,4.3076923076923075,7,blurry vision swimming training pool
5900,My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath,86,15,4.8,9,grandmother year went hospital having hard time breathing
5901,I can't get a girlfriend because of my acne.,Acne,44,9,4.0,4,girlfriend acne
